1908-05-30	1908-05-01
1908-06-29	1908-06-01
1908-07-28	1908-07-01
1908-08-27	1908-08-01
1908-09-25	1908-09-01
1908-10-25	1908-10-01
1908-11-24	1908-11-01
1908-12-23	1908-12-01
1909-01-22	1909-01-01
1909-02-20	1909-02-01
1909-03-22	1909-02'-01
1909-04-20	1909-03-01
1909-05-19	1909-04-01
1909-06-18	1909-05-01
1909-07-17	1909-06-01
1909-08-16	1909-07-01
1909-09-14	1909-08-01
1909-10-14	1909-09-01
1909-11-13	1909-10-01
1909-12-13	1909-11-01
1910-01-11	1909-12-01
1910-02-10	1910-01-01
1910-03-11	1910-02-01
1910-04-10	1910-03-01
1910-05-09	1910-04-01
1910-06-07	1910-05-01
1910-07-07	1910-06-01
1910-08-05	1910-07-01
1910-09-04	1910-08-01
1910-10-03	1910-09-01
1910-11-02	1910-10-01
1910-12-02	1910-11-01
1911-01-01	1910-12-01
1911-01-30	1911-01-01
1911-03-01	1911-02-01
1911-03-30	1911-03-01
1911-04-29	1911-04-01
1911-05-28	1911-05-01
1911-06-26	1911-06-01
1911-07-26	1911-06'-01
1911-08-24	1911-07-01
1911-09-22	1911-08-01
1911-10-22	1911-09-01
1911-11-21	1911-10-01
1911-12-20	1911-11-01
1912-01-19	1911-12-01
1912-02-18	1912-01-01
1912-03-19	1912-02-01
1912-04-17	1912-03-01
1912-05-17	1912-04-01
1912-06-15	1912-05-01
1912-07-14	1912-06-01
1912-08-13	1912-07-01
1912-09-11	1912-08-01
1912-10-10	1912-09-01
1912-11-09	1912-10-01
1912-12-09	1912-11-01
1913-01-07	1912-12-01
1913-02-06	1913-01-01
1913-03-08	1913-02-01
1913-04-07	1913-03-01
1913-05-06	1913-04-01
1913-06-05	1913-05-01
1913-07-04	1913-06-01
1913-08-02	1913-07-01
1913-09-01	1913-08-01
1913-09-30	1913-09-01
1913-10-29	1913-10-01
1913-11-28	1913-11-01
1913-12-27	1913-12-01
1914-01-26	1914-01-01
1914-02-25	1914-02-01
1914-03-27	1914-03-01
1914-04-25	1914-04-01
1914-05-25	1914-05-01
1914-06-23	1914-05'-01
1914-07-23	1914-06-01
1914-08-21	1914-07-01
1914-09-20	1914-08-01
1914-10-19	1914-09-01
1914-11-17	1914-10-01
1914-12-17	1914-11-01
1915-01-15	1914-12-01
1915-02-14	1915-01-01
1915-03-16	1915-02-01
1915-04-14	1915-03-01
1915-05-14	1915-04-01
1915-06-13	1915-05-01
1915-07-12	1915-06-01
1915-08-11	1915-07-01
1915-09-09	1915-08-01
1915-10-09	1915-09-01
1915-11-07	1915-10-01
1915-12-07	1915-11-01
1916-01-05	1915-12-01
1916-02-03	1916-01-01
1916-03-04	1916-02-01
1916-04-03	1916-03-01
1916-05-02	1916-04-01
1916-06-01	1916-05-01
1916-06-30	1916-06-01
1916-07-30	1916-07-01
1916-08-29	1916-08-01
1916-09-27	1916-09-01
1916-10-27	1916-10-01
1916-11-25	1916-11-01
1916-12-25	1916-12-01
1917-01-23	1917-01-01
1917-02-22	1917-02-01
1917-03-23	1917-02'-01
1917-04-21	1917-03-01
1917-05-21	1917-04-01
1917-06-19	1917-05-01
1917-07-19	1917-06-01
1917-08-18	1917-07-01
1917-09-16	1917-08-01
1917-10-16	1917-09-01
1917-11-15	1917-10-01
1917-12-14	1917-11-01
1918-01-13	1917-12-01
1918-02-11	1918-01-01
1918-03-13	1918-02-01
1918-04-11	1918-03-01
1918-05-10	1918-04-01
1918-06-09	1918-05-01
1918-07-08	1918-06-01
1918-08-07	1918-07-01
1918-09-05	1918-08-01
1918-10-05	1918-09-01
1918-11-04	1918-10-01
1918-12-03	1918-11-01
1919-01-02	1918-12-01
1919-02-01	1919-01-01
1919-03-02	1919-02-01
1919-04-01	1919-03-01
1919-04-30	1919-04-01
1919-05-29	1919-05-01
1919-06-28	1919-06-01
1919-07-27	1919-07-01
1919-08-25	1919-07'-01
1919-09-24	1919-08-01
1919-10-24	1919-09-01
1919-11-22	1919-10-01
1919-12-22	1919-11-01
1920-01-21	1919-12-01
1920-02-20	1920-01-01
1920-03-20	1920-02-01
1920-04-19	1920-03-01
1920-05-18	1920-04-01
1920-06-16	1920-05-01
1920-07-16	1920-06-01
1920-08-14	1920-07-01
1920-09-12	1920-08-01
1920-10-12	1920-09-01
1920-11-10	1920-10-01
1920-12-10	1920-11-01
1921-01-09	1920-12-01
1921-02-08	1921-01-01
1921-03-10	1921-02-01
1921-04-08	1921-03-01
1921-05-08	1921-04-01
1921-06-06	1921-05-01
1921-07-05	1921-06-01
1921-08-04	1921-07-01
1921-09-02	1921-08-01
1921-10-01	1921-09-01
1921-10-31	1921-10-01
1921-11-29	1921-11-01
1921-12-29	1921-12-01
1922-01-28	1922-01-01
1922-02-27	1922-02-01
1922-03-28	1922-03-01
1922-04-27	1922-04-01
1922-05-27	1922-05-01
1922-06-25	1922-05'-01
1922-07-24	1922-06-01
1922-08-23	1922-07-01
1922-09-21	1922-08-01
1922-10-20	1922-09-01
1922-11-19	1922-10-01
1922-12-18	1922-11-01
1923-01-17	1922-12-01
1923-02-16	1923-01-01
1923-03-17	1923-02-01
1923-04-16	1923-03-01
1923-05-16	1923-04-01
1923-06-14	1923-05-01
1923-07-14	1923-06-01
1923-08-12	1923-07-01
1923-09-11	1923-08-01
1923-10-10	1923-09-01
1923-11-08	1923-10-01
1923-12-08	1923-11-01
1924-01-06	1923-12-01
1924-02-05	1924-01-01
1924-03-05	1924-02-01
1924-04-04	1924-03-01
1924-05-04	1924-04-01
1924-06-02	1924-05-01
1924-07-02	1924-06-01
1924-08-01	1924-07-01
1924-08-30	1924-08-01
1924-09-29	1924-09-01
1924-10-28	1924-10-01
1924-11-27	1924-11-01
1924-12-26	1924-12-01
1925-01-24	1925-01-01
1925-02-23	1925-02-01
1925-03-24	1925-03-01
1925-04-23	1925-04-01
1925-05-22	1925-04'-01
1925-06-21	1925-05-01
1925-07-21	1925-06-01
1925-08-19	1925-07-01
1925-09-18	1925-08-01
1925-10-18	1925-09-01
1925-11-16	1925-10-01
1925-12-16	1925-11-01
1926-01-14	1925-12-01
1926-02-13	1926-01-01
1926-03-14	1926-02-01
1926-04-12	1926-03-01
1926-05-12	1926-04-01
1926-06-10	1926-05-01
1926-07-10	1926-06-01
1926-08-08	1926-07-01
1926-09-07	1926-08-01
1926-10-07	1926-09-01
1926-11-05	1926-10-01
1926-12-05	1926-11-01
1927-01-04	1926-12-01
1927-02-02	1927-01-01
1927-03-04	1927-02-01
1927-04-02	1927-03-01
1927-05-01	1927-04-01
1927-05-31	1927-05-01
1927-06-29	1927-06-01
1927-07-29	1927-07-01
1927-08-27	1927-08-01
1927-09-26	1927-09-01
1927-10-25	1927-10-01
1927-11-24	1927-11-01
1927-12-24	1927-12-01
1928-01-23	1928-01-01
1928-02-21	1928-02-01
1928-03-22	1928-02'-01
1928-04-20	1928-03-01
1928-05-19	1928-04-01
1928-06-18	1928-05-01
1928-07-17	1928-06-01
1928-08-15	1928-07-01
1928-09-14	1928-08-01
1928-10-13	1928-09-01
1928-11-12	1928-10-01
1928-12-12	1928-11-01
1929-01-11	1928-12-01
1929-02-10	1929-01-01
1929-03-11	1929-02-01
1929-04-10	1929-03-01
1929-05-09	1929-04-01
1929-06-07	1929-05-01
1929-07-07	1929-06-01
1929-08-05	1929-07-01
1929-09-03	1929-08-01
1929-10-03	1929-09-01
1929-11-01	1929-10-01
1929-12-01	1929-11-01
1929-12-31	1929-12-01
1930-01-30	1930-01-01
1930-02-28	1930-02-01
1930-03-30	1930-03-01
1930-04-29	1930-04-01
1930-05-28	1930-05-01
1930-06-26	1930-06-01
1930-07-26	1930-06'-01
1930-08-24	1930-07-01
1930-09-22	1930-08-01
1930-10-22	1930-09-01
1930-11-20	1930-10-01
1930-12-20	1930-11-01
1931-01-19	1930-12-01
1931-02-17	1931-01-01
1931-03-19	1931-02-01
1931-04-18	1931-03-01
1931-05-17	1931-04-01
1931-06-16	1931-05-01
1931-07-15	1931-06-01
1931-08-14	1931-07-01
1931-09-12	1931-08-01
1931-10-11	1931-09-01
1931-11-10	1931-10-01
1931-12-09	1931-11-01
1932-01-08	1931-12-01
1932-02-06	1932-01-01
1932-03-07	1932-02-01
1932-04-06	1932-03-01
1932-05-06	1932-04-01
1932-06-04	1932-05-01
1932-07-04	1932-06-01
1932-08-02	1932-07-01
1932-09-01	1932-08-01
1932-09-30	1932-09-01
1932-10-29	1932-10-01
1932-11-28	1932-11-01
1932-12-27	1932-12-01
1933-01-26	1933-01-01
1933-02-24	1933-02-01
1933-03-26	1933-03-01
1933-04-25	1933-04-01
1933-05-24	1933-05-01
1933-06-23	1933-05'-01
1933-07-23	1933-06-01
1933-08-21	1933-07-01
1933-09-20	1933-08-01
1933-10-19	1933-09-01
1933-11-18	1933-10-01
1933-12-17	1933-11-01
1934-01-15	1933-12-01
1934-02-14	1934-01-01
1934-03-15	1934-02-01
1934-04-14	1934-03-01
1934-05-13	1934-04-01
1934-06-12	1934-05-01
1934-07-12	1934-06-01
1934-08-10	1934-07-01
1934-09-09	1934-08-01
1934-10-08	1934-09-01
1934-11-07	1934-10-01
1934-12-07	1934-11-01
1935-01-05	1934-12-01
1935-02-04	1935-01-01
1935-03-05	1935-02-01
1935-04-03	1935-03-01
1935-05-03	1935-04-01
1935-06-01	1935-05-01
1935-07-01	1935-06-01
1935-07-30	1935-07-01
1935-08-29	1935-08-01
1935-09-28	1935-09-01
1935-10-27	1935-10-01
1935-11-26	1935-11-01
1935-12-26	1935-12-01
1936-01-24	1936-01-01
1936-02-23	1936-02-01
1936-03-23	1936-03-01
1936-04-21	1936-03'-01
1936-05-21	1936-04-01
1936-06-19	1936-05-01
1936-07-18	1936-06-01
1936-08-17	1936-07-01
1936-09-16	1936-08-01
1936-10-15	1936-09-01
1936-11-14	1936-10-01
1936-12-14	1936-11-01
1937-01-13	1936-12-01
1937-02-11	1937-01-01
1937-03-13	1937-02-01
1937-04-11	1937-03-01
1937-05-10	1937-04-01
1937-06-09	1937-05-01
1937-07-08	1937-06-01
1937-08-06	1937-07-01
1937-09-05	1937-08-01
1937-10-04	1937-09-01
1937-11-03	1937-10-01
1937-12-03	1937-11-01
1938-01-02	1937-12-01
1938-01-31	1938-01-01
1938-03-02	1938-02-01
1938-04-01	1938-03-01
1938-04-30	1938-04-01
1938-05-29	1938-05-01
1938-06-28	1938-06-01
1938-07-27	1938-07-01
1938-08-25	1938-07'-01
1938-09-24	1938-08-01
1938-10-23	1938-09-01
1938-11-22	1938-10-01
1938-12-22	1938-11-01
1939-01-20	1938-12-01
1939-02-19	1939-01-01
1939-03-21	1939-02-01
1939-04-20	1939-03-01
1939-05-19	1939-04-01
1939-06-17	1939-05-01
1939-07-17	1939-06-01
1939-08-15	1939-07-01
1939-09-13	1939-08-01
1939-10-13	1939-09-01
1939-11-11	1939-10-01
1939-12-11	1939-11-01
1940-01-09	1939-12-01
1940-02-08	1940-01-01
1940-03-09	1940-02-01
1940-04-08	1940-03-01
1940-05-07	1940-04-01
1940-06-06	1940-05-01
1940-07-05	1940-06-01
1940-08-04	1940-07-01
1940-09-02	1940-08-01
1940-10-01	1940-09-01
1940-10-31	1940-10-01
1940-11-29	1940-11-01
1940-12-29	1940-12-01
1941-01-27	1941-01-01
1941-02-26	1941-02-01
1941-03-28	1941-03-01
1941-04-26	1941-04-01
1941-05-26	1941-05-01
1941-06-25	1941-06-01
1941-07-24	1941-06'-01
1941-08-23	1941-07-01
1941-09-21	1941-08-01
1941-10-20	1941-09-01
1941-11-19	1941-10-01
1941-12-18	1941-11-01
1942-01-17	1941-12-01
1942-02-15	1942-01-01
1942-03-17	1942-02-01
1942-04-15	1942-03-01
1942-05-15	1942-04-01
1942-06-14	1942-05-01
1942-07-13	1942-06-01
1942-08-12	1942-07-01
1942-09-10	1942-08-01
1942-10-10	1942-09-01
1942-11-08	1942-10-01
1942-12-08	1942-11-01
1943-01-06	1942-12-01
1943-02-05	1943-01-01
1943-03-06	1943-02-01
1943-04-05	1943-03-01
1943-05-04	1943-04-01
1943-06-03	1943-05-01
1943-07-02	1943-06-01
1943-08-01	1943-07-01
1943-08-31	1943-08-01
1943-09-29	1943-09-01
1943-10-29	1943-10-01
1943-11-27	1943-11-01
1943-12-27	1943-12-01
1944-01-25	1944-01-01
1944-02-24	1944-02-01
1944-03-24	1944-03-01
1944-04-23	1944-04-01
1944-05-22	1944-04'-01
1944-06-21	1944-05-01
1944-07-20	1944-06-01
1944-08-19	1944-07-01
1944-09-17	1944-08-01
1944-10-17	1944-09-01
1944-11-16	1944-10-01
1944-12-15	1944-11-01
1945-01-14	1944-12-01
1945-02-13	1945-01-01
1945-03-14	1945-02-01
1945-04-12	1945-03-01
1945-05-12	1945-04-01
1945-06-10	1945-05-01
1945-07-09	1945-06-01
1945-08-08	1945-07-01
1945-09-06	1945-08-01
1945-10-06	1945-09-01
1945-11-05	1945-10-01
1945-12-05	1945-11-01
1946-01-03	1945-12-01
1946-02-02	1946-01-01
1946-03-04	1946-02-01
1946-04-02	1946-03-01
1946-05-01	1946-04-01
1946-05-31	1946-05-01
1946-06-29	1946-06-01
1946-07-28	1946-07-01
1946-08-27	1946-08-01
1946-09-25	1946-09-01
1946-10-25	1946-10-01
1946-11-24	1946-11-01
1946-12-23	1946-12-01
1947-01-22	1947-01-01
1947-02-21	1947-02-01
1947-03-23	1947-02'-01
1947-04-21	1947-03-01
1947-05-20	1947-04-01
1947-06-19	1947-05-01
1947-07-18	1947-06-01
1947-08-16	1947-07-01
1947-09-15	1947-08-01
1947-10-14	1947-09-01
1947-11-13	1947-10-01
1947-12-12	1947-11-01
1948-01-11	1947-12-01
1948-02-10	1948-01-01
1948-03-11	1948-02-01
1948-04-09	1948-03-01
1948-05-09	1948-04-01
1948-06-07	1948-05-01
1948-07-07	1948-06-01
1948-08-05	1948-07-01
1948-09-03	1948-08-01
1948-10-03	1948-09-01
1948-11-01	1948-10-01
1948-12-01	1948-11-01
1948-12-30	1948-12-01
1949-01-29	1949-01-01
1949-02-28	1949-02-01
1949-03-29	1949-03-01
1949-04-28	1949-04-01
1949-05-28	1949-05-01
1949-06-26	1949-06-01
1949-07-26	1949-07-01
1949-08-24	1949-07'-01
1949-09-22	1949-08-01
1949-10-22	1949-09-01
1949-11-20	1949-10-01
1949-12-20	1949-11-01
1950-01-18	1949-12-01
1950-02-17	1950-01-01
1950-03-18	1950-02-01
1950-04-17	1950-03-01
1950-05-17	1950-04-01
1950-06-15	1950-05-01
1950-07-15	1950-06-01
1950-08-14	1950-07-01
1950-09-12	1950-08-01
1950-10-11	1950-09-01
1950-11-10	1950-10-01
1950-12-09	1950-11-01
1951-01-08	1950-12-01
1951-02-06	1951-01-01
1951-03-08	1951-02-01
1951-04-06	1951-03-01
1951-05-06	1951-04-01
1951-06-05	1951-05-01
1951-07-04	1951-06-01
1951-08-03	1951-07-01
1951-09-01	1951-08-01
1951-10-01	1951-09-01
1951-10-30	1951-10-01
1951-11-29	1951-11-01
1951-12-28	1951-12-01
1952-01-27	1952-01-01
1952-02-25	1952-02-01
1952-03-26	1952-03-01
1952-04-24	1952-04-01
1952-05-24	1952-05-01
1952-06-22	1952-05'-01
1952-07-22	1952-06-01
1952-08-20	1952-07-01
1952-09-19	1952-08-01
1952-10-19	1952-09-01
1952-11-17	1952-10-01
1952-12-17	1952-11-01
1953-01-15	1952-12-01
1953-02-14	1953-01-01
1953-03-15	1953-02-01
1953-04-14	1953-03-01
1953-05-13	1953-04-01
1953-06-11	1953-05-01
1953-07-11	1953-06-01
1953-08-10	1953-07-01
1953-09-08	1953-08-01
1953-10-08	1953-09-01
1953-11-07	1953-10-01
1953-12-06	1953-11-01
1954-01-05	1953-12-01
1954-02-03	1954-01-01
1954-03-05	1954-02-01
1954-04-03	1954-03-01
1954-05-03	1954-04-01
1954-06-01	1954-05-01
1954-06-30	1954-06-01
1954-07-30	1954-07-01
1954-08-28	1954-08-01
1954-09-27	1954-09-01
1954-10-27	1954-10-01
1954-11-25	1954-11-01
1954-12-25	1954-12-01
1955-01-24	1955-01-01
1955-02-22	1955-02-01
1955-03-24	1955-03-01
1955-04-22	1955-03'-01
1955-05-22	1955-04-01
1955-06-20	1955-05-01
1955-07-19	1955-06-01
1955-08-18	1955-07-01
1955-09-16	1955-08-01
1955-10-16	1955-09-01
1955-11-14	1955-10-01
1955-12-14	1955-11-01
1956-01-13	1955-12-01
1956-02-12	1956-01-01
1956-03-12	1956-02-01
1956-04-11	1956-03-01
1956-05-10	1956-04-01
1956-06-09	1956-05-01
1956-07-08	1956-06-01
1956-08-06	1956-07-01
1956-09-05	1956-08-01
1956-10-04	1956-09-01
1956-11-03	1956-10-01
1956-12-02	1956-11-01
1957-01-01	1956-12-01
1957-01-31	1957-01-01
1957-03-02	1957-02-01
1957-03-31	1957-03-01
1957-04-30	1957-04-01
1957-05-29	1957-05-01
1957-06-28	1957-06-01
1957-07-27	1957-07-01
1957-08-25	1957-08-01
1957-09-24	1957-08'-01
1957-10-23	1957-09-01
1957-11-22	1957-10-01
1957-12-21	1957-11-01
1958-01-20	1957-12-01
1958-02-18	1958-01-01
1958-03-20	1958-02-01
1958-04-19	1958-03-01
1958-05-19	1958-04-01
1958-06-17	1958-05-01
1958-07-17	1958-06-01
1958-08-15	1958-07-01
1958-09-13	1958-08-01
1958-10-13	1958-09-01
1958-11-11	1958-10-01
1958-12-11	1958-11-01
1959-01-09	1958-12-01
1959-02-08	1959-01-01
1959-03-09	1959-02-01
1959-04-08	1959-03-01
1959-05-08	1959-04-01
1959-06-06	1959-05-01
1959-07-06	1959-06-01
1959-08-04	1959-07-01
1959-09-03	1959-08-01
1959-10-02	1959-09-01
1959-11-01	1959-10-01
1959-11-30	1959-11-01
1959-12-30	1959-12-01
1960-01-28	1960-01-01
1960-02-27	1960-02-01
1960-03-27	1960-03-01
1960-04-26	1960-04-01
1960-05-25	1960-05-01
1960-06-24	1960-06-01
1960-07-24	1960-06'-01
1960-08-22	1960-07-01
1960-09-21	1960-08-01
1960-10-20	1960-09-01
1960-11-19	1960-10-01
1960-12-18	1960-11-01
1961-01-17	1960-12-01
1961-02-15	1961-01-01
1961-03-17	1961-02-01
1961-04-15	1961-03-01
1961-05-15	1961-04-01
1961-06-13	1961-05-01
1961-07-13	1961-06-01
1961-08-11	1961-07-01
1961-09-10	1961-08-01
1961-10-10	1961-09-01
1961-11-08	1961-10-01
1961-12-08	1961-11-01
1962-01-06	1961-12-01
1962-02-05	1962-01-01
1962-03-06	1962-02-01
1962-04-05	1962-03-01
1962-05-04	1962-04-01
1962-06-02	1962-05-01
1962-07-02	1962-06-01
1962-07-31	1962-07-01
1962-08-30	1962-08-01
1962-09-29	1962-09-01
1962-10-28	1962-10-01
1962-11-27	1962-11-01
1962-12-27	1962-12-01
1963-01-25	1963-01-01
1963-02-24	1963-02-01
1963-03-25	1963-03-01
1963-04-24	1963-04-01
1963-05-23	1963-04'-01
1963-06-21	1963-05-01
1963-07-21	1963-06-01
1963-08-19	1963-07-01
1963-09-18	1963-08-01
1963-10-17	1963-09-01
1963-11-16	1963-10-01
1963-12-16	1963-11-01
1964-01-15	1963-12-01
1964-02-13	1964-01-01
1964-03-14	1964-02-01
1964-04-12	1964-03-01
1964-05-12	1964-04-01
1964-06-10	1964-05-01
1964-07-09	1964-06-01
1964-08-08	1964-07-01
1964-09-06	1964-08-01
1964-10-06	1964-09-01
1964-11-04	1964-10-01
1964-12-04	1964-11-01
1965-01-03	1964-12-01
1965-02-02	1965-01-01
1965-03-03	1965-02-01
1965-04-02	1965-03-01
1965-05-01	1965-04-01
1965-05-31	1965-05-01
1965-06-29	1965-06-01
1965-07-28	1965-07-01
1965-08-27	1965-08-01
1965-09-25	1965-09-01
1965-10-24	1965-10-01
1965-11-23	1965-11-01
1965-12-23	1965-12-01
1966-01-21	1966-01-01
1966-02-20	1966-02-01
1966-03-22	1966-03-01
1966-04-21	1966-03'-01
1966-05-20	1966-04-01
1966-06-19	1966-05-01
1966-07-18	1966-06-01
1966-08-16	1966-07-01
1966-09-15	1966-08-01
1966-10-14	1966-09-01
1966-11-12	1966-10-01
1966-12-12	1966-11-01
1967-01-11	1966-12-01
1967-02-09	1967-01-01
1967-03-11	1967-02-01
1967-04-10	1967-03-01
1967-05-09	1967-04-01
1967-06-08	1967-05-01
1967-07-08	1967-06-01
1967-08-06	1967-07-01
1967-09-04	1967-08-01
1967-10-04	1967-09-01
1967-11-02	1967-10-01
1967-12-02	1967-11-01
1967-12-31	1967-12-01
1968-01-30	1968-01-01
1968-02-28	1968-02-01
1968-03-29	1968-03-01
1968-04-27	1968-04-01
1968-05-27	1968-05-01
1968-06-26	1968-06-01
1968-07-25	1968-07-01
1968-08-24	1968-07'-01
1968-09-22	1968-08-01
1968-10-22	1968-09-01
1968-11-20	1968-10-01
1968-12-20	1968-11-01
1969-01-18	1968-12-01
1969-02-17	1969-01-01
1969-03-18	1969-02-01
1969-04-17	1969-03-01
1969-05-16	1969-04-01
1969-06-15	1969-05-01
1969-07-14	1969-06-01
1969-08-13	1969-07-01
1969-09-12	1969-08-01
1969-10-11	1969-09-01
1969-11-10	1969-10-01
1969-12-09	1969-11-01
1970-01-08	1969-12-01
1970-02-06	1970-01-01
1970-03-08	1970-02-01
1970-04-06	1970-03-01
1970-05-05	1970-04-01
1970-06-04	1970-05-01
1970-07-03	1970-06-01
1970-08-02	1970-07-01
1970-09-01	1970-08-01
1970-09-30	1970-09-01
1970-10-30	1970-10-01
1970-11-29	1970-11-01
1970-12-28	1970-12-01
1971-01-27	1971-01-01
1971-02-25	1971-02-01
1971-03-27	1971-03-01
1971-04-25	1971-04-01
1971-05-24	1971-05-01
1971-06-23	1971-05'-01
1971-07-22	1971-06-01
1971-08-21	1971-07-01
1971-09-19	1971-08-01
1971-10-19	1971-09-01
1971-11-18	1971-10-01
1971-12-18	1971-11-01
1972-01-16	1971-12-01
1972-02-15	1972-01-01
1972-03-15	1972-02-01
1972-04-14	1972-03-01
1972-05-13	1972-04-01
1972-06-11	1972-05-01
1972-07-11	1972-06-01
1972-08-09	1972-07-01
1972-09-08	1972-08-01
1972-10-07	1972-09-01
1972-11-06	1972-10-01
1972-12-06	1972-11-01
1973-01-04	1972-12-01
1973-02-03	1973-01-01
1973-03-05	1973-02-01
1973-04-03	1973-03-01
1973-05-03	1973-04-01
1973-06-01	1973-05-01
1973-06-30	1973-06-01
1973-07-30	1973-07-01
1973-08-28	1973-08-01
1973-09-26	1973-09-01
1973-10-26	1973-10-01
1973-11-25	1973-11-01
1973-12-24	1973-12-01
1974-01-23	1974-01-01
1974-02-22	1974-02-01
1974-03-24	1974-03-01
1974-04-22	1974-04-01
1974-05-22	1974-04'-01
1974-06-20	1974-05-01
1974-07-19	1974-06-01
1974-08-18	1974-07-01
1974-09-16	1974-08-01
1974-10-15	1974-09-01
1974-11-14	1974-10-01
1974-12-14	1974-11-01
1975-01-12	1974-12-01
1975-02-11	1975-01-01
1975-03-13	1975-02-01
1975-04-12	1975-03-01
1975-05-11	1975-04-01
1975-06-10	1975-05-01
1975-07-09	1975-06-01
1975-08-07	1975-07-01
1975-09-06	1975-08-01
1975-10-05	1975-09-01
1975-11-03	1975-10-01
1975-12-03	1975-11-01
1976-01-01	1975-12-01
1976-01-31	1976-01-01
1976-03-01	1976-02-01
1976-03-31	1976-03-01
1976-04-29	1976-04-01
1976-05-29	1976-05-01
1976-06-27	1976-06-01
1976-07-27	1976-07-01
1976-08-25	1976-08-01
1976-09-24	1976-08'-01
1976-10-23	1976-09-01
1976-11-21	1976-10-01
1976-12-21	1976-11-01
1977-01-19	1976-12-01
1977-02-18	1977-01-01
1977-03-20	1977-02-01
1977-04-18	1977-03-01
1977-05-18	1977-04-01
1977-06-17	1977-05-01
1977-07-16	1977-06-01
1977-08-15	1977-07-01
1977-09-13	1977-08-01
1977-10-13	1977-09-01
1977-11-11	1977-10-01
1977-12-11	1977-11-01
1978-01-09	1977-12-01
1978-02-07	1978-01-01
1978-03-09	1978-02-01
1978-04-07	1978-03-01
1978-05-07	1978-04-01
1978-06-06	1978-05-01
1978-07-05	1978-06-01
1978-08-04	1978-07-01
1978-09-03	1978-08-01
1978-10-02	1978-09-01
1978-11-01	1978-10-01
1978-11-30	1978-11-01
1978-12-30	1978-12-01
1979-01-28	1979-01-01
1979-02-27	1979-02-01
1979-03-28	1979-03-01
1979-04-26	1979-04-01
1979-05-26	1979-05-01
1979-06-24	1979-06-01
1979-07-24	1979-06'-01
1979-08-23	1979-07-01
1979-09-21	1979-08-01
1979-10-21	1979-09-01
1979-11-20	1979-10-01
1979-12-19	1979-11-01
1980-01-18	1979-12-01
1980-02-16	1980-01-01
1980-03-17	1980-02-01
1980-04-15	1980-03-01
1980-05-14	1980-04-01
1980-06-13	1980-05-01
1980-07-12	1980-06-01
1980-08-11	1980-07-01
1980-09-09	1980-08-01
1980-10-09	1980-09-01
1980-11-08	1980-10-01
1980-12-07	1980-11-01
1981-01-06	1980-12-01
1981-02-05	1981-01-01
1981-03-06	1981-02-01
1981-04-05	1981-03-01
1981-05-04	1981-04-01
1981-06-02	1981-05-01
1981-07-02	1981-06-01
1981-07-31	1981-07-01
